symbol,code,name,current,percent,high52w,low52w,marketcapital,amount,volume,pe_ttm
SZ300167,SZ300167,ST迪威迅,5.34,-4.64,7.88,1.89,2079257160.0,28921011.0,5316400,154.031
SZ300168,SZ300168,万达信息,6.87,-2.55,10.9,6.4,9897118317.0,171345311.76,24765494,
SZ300169,SZ300169,天晟新材,6.52,-5.51,11.67,5.18,2125417897.0,93265258.24,13972900,
SZ300170,SZ300170,汉得信息,16.63,-2.52,26.5585,8.7365,16965864652.0,625796995.71,37262127,85.756
SZ300171,SZ300171,东富龙,15.73,-4.14,19.08,10.5107,12046475069.0,226100977.2,14178363,69.664
SZ300172,SZ300172,中电环保,5.93,-2.63,6.72,4.2777,4012890300.0,445407221.34,74402376,51.115
SZ300173,SZ300173,福能东方,6.0,-8.95,9.56,4.47,4408354188.0,543335603.0,87968200,77.989
SZ300174,SZ300174,元力股份,15.88,-7.3,19.6791,12.5971,5783660517.0,298906669.26,18388003,23.606
SZ300175,SZ300175,ST朗源,5.56,-4.63,7.65,3.86,2617648000.0,43256205.0,7624800,
SZ300176,SZ300176,鸿特科技,6.56,-4.93,9.5529,5.0656,2540562048.0,98080266.38,14730461,97.57
SZ300177,SZ300177,中海达,9.26,-3.74,16.68,7.91,6891005551.0,211079918.73,22634088,
SZ300179,SZ300179,四方达,14.99,-2.15,19.34,6.9154,7281001711.0,959847408.96,62691859,87.513
SZ300180,SZ300180,华峰超纤,6.59,-4.08,10.42,5.5272,11605386421.0,252764894.21,37885124,272.862
SZ300181,SZ300181,佐力药业,16.85,-2.77,21.07,13.3838,11818376595.0,163832607.71,9601737,19.821
SZ300182,SZ300182,捷成股份,5.89,-0.34,7.5331,4.386,15689932972.0,528280039.05,89458830,177.027
SZ300183,SZ300183,东软载波,15.22,-3.73,25.1211,13.7033,7040911065.0,84802129.86,5487400,
SZ300184,SZ300184,力源信息,9.85,-4.92,13.08,7.28,11367017432.0,438369297.66,43779281,73.782
SZ300185,SZ300185,通裕重工,2.84,-4.05,3.5732,2.0523,11067516326.0,287150274.31,99560344,156.947
SZ300187,SZ300187,永清环保,5.13,-5.87,6.1635,4.0541,3312041706.0,100192018.0,19139200,29.213
SZ300188,SZ300188,国投智能,14.09,-3.09,19.94,11.2,12110035298.0,237148701.14,16639255,
SZ300189,SZ300189,神农种业,5.93,3.67,6.6,3.34,6072320000.0,2328915948.71,379510183,
SZ300190,SZ300190,维尔利,4.05,-4.93,4.73,2.66,3283772675.0,93051487.39,22799160,
SZ300191,SZ300191,潜能恒信,18.82,-8.82,24.57,11.79,6022400000.0,257287516.47,13320235,
SZ300192,SZ300192,科德教育,19.13,0.63,27.6346,12.2947,6296511884.0,563672053.84,29171901,47.966
SZ300193,SZ300193,佳士科技,8.72,-4.18,11.7274,7.7954,4152898300.0,96021067.58,10845200,17.632
SZ300194,SZ300194,福安药业,4.31,-4.43,5.4549,3.7074,5127660366.0,138929726.4,31756971,35.487
SZ300195,SZ300195,长荣股份,7.95,-7.77,9.83,4.75,3368476660.0,197353725.0,24177300,212.136
SZ300196,SZ300196,长海股份,13.15,-4.85,17.8711,8.9076,5374627025.0,77667265.0,5809710,16.298
SZ300197,SZ300197,节能铁汉,1.97,-4.37,3.3,1.64,5841637218.0,143991160.02,71825997,
SZ300198,SZ300198,ST纳川,2.47,-5.0,3.19,1.79,2547924894.0,119587247.2,46299460,
SZ300199,SZ300199,翰宇药业,17.74,-4.62,31.19,10.5,15668701301.0,577144513.01,32012233,
SZ300200,SZ300200,高盟新材,11.85,9.32,12.95,7.2508,5107032491.0,1197150077.48,102596045,36.659
SZ300201,SZ300201,海伦哲,5.93,2.42,6.8429,4.3564,5983628590.0,755906132.58,127899708,22.412
SZ300203,SZ300203,聚光科技,14.7,-2.97,26.4493,13.4271,6596442720.0,135769022.43,9153349,245.433
SZ300204,SZ300204,舒泰神,31.92,-5.37,66.66,5.9,15250499956.0,927054147.32,28609200,
SZ300205,SZ300205,*ST天喻,4.62,-4.94,5.88,2.5,1986858720.0,23089658.0,4897700,
SZ300206,SZ300206,理邦仪器,13.26,-2.64,16.2053,9.3794,7686335968.0,156373706.0,11716100,31.14
SZ300207,SZ300207,欣旺达,28.1,-6.36,37.9,15.7008,51913694733.0,2006488459.04,70079813,31.246
SZ300209,SZ300209,有棵树,5.35,-3.95,7.44,3.5876,4968203274.0,75022734.0,13742248,55.503
SZ300210,SZ300210,森远股份,8.58,-3.38,13.02,7.5,4154607197.0,56950949.79,6568600,
SZ300211,SZ300211,*ST亿通,8.28,-5.26,15.36,5.06,2516538106.0,38507004.0,4562100,
SZ300212,SZ300212,易华录,19.2,-2.59,32.17,18.81,13821934502.0,187835853.64,9668396,
SZ300213,SZ300213,佳讯飞鸿,8.26,-3.95,12.2,6.4895,4909452092.0,142370199.0,17040000,216.484
SZ300214,SZ300214,日科化学,6.9,-7.75,9.0,4.83,3207828037.0,133774470.76,18868753,
SZ300215,SZ300215,电科院,6.71,2.91,7.35,4.9953,5026421995.0,460879542.11,67118335,
SZ300217,SZ300217,东方电热,5.09,-5.57,6.58,3.6961,7522902625.0,248770090.21,48000866,39.883
SZ300218,SZ300218,安利股份,15.98,-5.89,26.75,11.772,3467452260.0,150147412.72,9192208,20.976
SZ300219,SZ300219,鸿利智汇,7.12,-5.07,8.6196,5.0379,5040557763.0,138945889.0,19159800,76.394
SZ300220,SZ300220,金运激光,14.51,-3.91,23.93,11.14,2193912000.0,58386834.03,3977219,1047.915
SZ300221,SZ300221,银禧科技,8.92,0.56,10.47,5.12,4225891790.0,373669999.52,41866932,43.561
SZ300222,SZ300222,科大智能,10.91,-4.05,15.07,7.52,8491048263.0,201697346.63,18246600,76.242
SZ300223,SZ300223,北京君正,77.58,-9.0,102.0,56.8634,37435509290.0,2263848521.25,28431851,122.303
SZ300224,SZ300224,正海磁材,14.46,-4.74,20.56,10.9248,13457928030.0,359976701.47,24551581,102.683
SZ300225,SZ300225,*ST金泰,5.94,-3.41,7.9129,2.986,2824051765.0,63482630.52,10687103,101.655
SZ300226,SZ300226,上海钢联,23.86,-3.56,32.1676,17.5759,7604693129.0,178906494.28,7370373,37.693
SZ300227,SZ300227,光韵达,8.4,-5.08,10.8,6.49,4675535684.0,138220354.44,16194144,
SZ300228,SZ300228,富瑞特装,8.07,-5.61,9.3495,5.7185,4727902700.0,431679730.97,52366332,17.782
SZ300229,SZ300229,拓尔思,19.56,-1.21,30.74,15.64,17088025430.0,566940462.9,28797269,
SZ300230,SZ300230,永利股份,4.8,-4.0,5.8528,3.5432,3903424517.0,103017965.08,21234768,17.409
SZ300231,SZ300231,银信科技,10.55,-3.56,17.2837,8.295,4687272730.0,127813790.81,11988961,
SZ300232,SZ300232,洲明科技,6.86,-1.44,8.85,5.0922,7484994987.0,165273076.14,24032210,76.109
SZ300233,SZ300233,金城医药,16.06,-4.63,22.9033,10.8165,6165025867.0,132803453.0,8138800,79.75
SZ300234,SZ300234,开尔新材,5.15,-5.33,6.33,3.9189,2591331114.0,78627866.42,14890724,537.136
SZ300235,SZ300235,方直科技,15.6,2.09,19.01,8.324,3927247506.0,315516532.15,20771100,691.05
SZ300236,SZ300236,上海新阳,58.3,3.2,67.3,29.2254,18270135737.0,1215060721.43,20871298,71.071
SZ300237,SZ300237,ST美晨,2.98,-0.67,4.1,1.1,4296906491.0,197627700.28,65656416,
SZ300238,SZ300238,冠昊生物,14.51,-5.35,19.98,10.17,3847409222.0,140024029.86,9472274,146.295
SZ300239,SZ300239,东宝生物,5.46,-5.7,6.4,4.4107,3241099314.0,79270029.98,14201400,47.552
SZ300240,SZ300240,飞力达,7.59,-4.29,11.6,5.83,2820162791.0,90578345.0,11735200,
SZ300241,SZ300241,瑞丰光电,5.49,-4.85,7.09,3.9157,3844448520.0,105209294.0,18843700,100.735
SZ300242,SZ300242,佳云科技,5.14,-3.2,6.96,3.2,3261613851.0,206203618.0,39580600,
SZ300243,SZ300243,瑞丰高材,10.7,-6.96,13.1607,7.7551,2679563561.0,119339273.0,10905500,271.216
SZ300244,SZ300244,迪安诊断,15.22,-3.18,21.3888,10.0011,9512187016.0,231308115.0,15069078,
SZ300245,SZ300245,天玑科技,14.84,-3.82,29.13,11.11,4651709196.0,287643230.19,19091376,
SZ300246,SZ300246,宝莱特,8.3,-5.79,10.95,5.43,2195994810.0,57261642.88,6757399,
SZ300247,SZ300247,融捷健康,4.65,-5.87,5.98,2.81,3738787455.0,199266272.6,41959004,48.589
SZ300248,SZ300248,新开普,13.11,1.24,21.5351,8.4013,6244927432.0,390438517.48,29589386,65.29
SZ300249,SZ300249,依米康,14.14,-4.85,22.4,9.15,6228500235.0,183282149.24,12712236,
SZ300250,SZ300250,初灵信息,29.65,-7.63,33.9,12.1,6347100752.0,1580679625.33,51694766,
SZ300251,SZ300251,光线传媒,15.85,-2.22,41.2213,8.0504,46497376647.0,654231206.67,41029314,21.459
SZ300252,SZ300252,金信诺,12.16,-4.33,17.28,8.01,8051790621.0,307258278.6,25003132,542.879
SZ300253,SZ300253,卫宁健康,8.03,-0.25,14.5272,6.0605,17783464069.0,406193392.28,50464856,
SZ300254,SZ300254,仟源医药,10.07,-5.62,14.23,7.44,2579013229.0,118395033.08,11564462,126.644
SZ300255,SZ300255,常山药业,56.13,-2.04,71.71,15.75,51586887082.0,1056610155.77,18657212,
SZ300256,SZ300256,星星科技,4.22,-2.54,6.46,3.31,9572620089.0,426457934.88,100031043,
SZ300257,SZ300257,开山股份,14.17,-7.51,17.57,7.3798,14079808205.0,208322506.68,14320848,34.831
SZ300258,SZ300258,精锻科技,12.65,0.08,17.9269,8.1863,7400847624.0,237201514.55,18837182,54.622
SZ300259,SZ300259,新天科技,4.27,-3.39,5.4,2.7617,4995052473.0,151627318.94,34969293,21.202
SZ300260,SZ300260,新莱应材,52.72,-1.22,78.07,22.628,21499571965.0,1648936220.19,30657993,123.889
SZ300261,SZ300261,雅本化学,7.2,-4.76,9.1,5.3,6935828191.0,174913931.16,23893724,
SZ300263,SZ300263,隆华科技,7.86,-6.54,9.64,5.7792,8135149534.0,418540396.34,52072300,51.89
SZ300264,SZ300264,佳创视讯,6.18,-2.98,8.71,4.12,2662699461.0,140883953.36,22419984,
SZ300265,SZ300265,通光线缆,9.06,-6.21,11.6927,6.4937,4236468095.0,138885595.72,15025677,156.804
SZ300266,SZ300266,兴源环境,2.56,-5.19,3.98,1.81,3977746724.0,70861629.0,27193800,
SZ300267,SZ300267,尔康制药,3.75,-5.54,4.83,2.14,7734768263.0,359142410.17,94131708,
SZ300268,SZ300268,*ST佳沃,13.29,-1.77,16.16,5.99,2315118000.0,60499977.25,4474303,
SZ300269,SZ300269,联建光电,5.24,-3.32,6.63,2.8,2877356443.0,185808578.0,34823700,91.446
SZ300270,SZ300270,中威电子,10.8,-1.01,12.84,5.4,3270305102.0,221605688.71,20138389,
SZ300271,SZ300271,华宇软件,8.26,1.23,11.0,5.86,6705969159.0,487951053.34,59082384,
SZ300272,SZ300272,开能健康,7.04,-3.69,9.082,4.5857,4304745083.0,226134629.99,31609700,45.426
SZ300274,SZ300274,阳光电源,167.89,-5.34,209.88,51.7602,348071465975.0,11755902489.07,69045259,22.723
SZ300275,SZ300275,梅安森,12.6,-1.02,19.9543,10.0769,3880863857.0,158648894.2,12595860,79.396
SZ300276,SZ300276,三丰智能,8.69,-1.36,16.88,5.37,12175063583.0,229906275.08,26381605,250.465
SZ300277,SZ300277,海联讯,12.8,-3.25,17.0,9.6227,4373760000.0,180386064.68,13999261,493.235
SZ300278,SZ300278,华昌达,5.49,-4.52,8.87,4.39,7804070729.0,169321318.85,30448764,652.404
SZ300279,SZ300279,和晶科技,6.93,-4.81,9.27,4.73,3389459466.0,75393716.4,10702660,52.238
SZ300281,SZ300281,金明精机,7.51,-3.22,9.5983,4.859,3146116086.0,87904715.73,11634744,1811.879
SZ300283,SZ300283,温州宏丰,7.28,-6.43,8.63,4.36,3618001456.0,186942359.98,25121215,
SZ300284,SZ300284,苏交科,7.92,-2.82,13.2692,7.6744,10001595970.0,90697497.39,11272500,66.562
SZ300285,SZ300285,国瓷材料,21.88,-4.45,26.09,15.5124,21815416782.0,514085061.66,23278521,35.644
SZ300286,SZ300286,安科瑞,22.27,-5.07,27.99,17.7865,5584974267.0,166097284.1,7357137,27.431
SZ300287,SZ300287,飞利信,5.17,-4.61,8.93,3.72,7420365587.0,255006266.26,48480326,
SZ300288,SZ300288,朗玛信息,14.49,-2.23,20.7673,11.2677,4896770915.0,138723501.25,9530880,
SZ300289,SZ300289,利德曼,7.54,-4.56,11.67,3.85,4101846612.0,176385296.0,23010750,
SZ300290,SZ300290,荣科科技,24.68,-6.44,32.29,13.78,15788599803.0,581814844.56,23027447,
SZ300291,SZ300291,百纳千成,5.71,-3.87,7.46,4.05,5378189907.0,151371886.11,26157400,
SZ300292,SZ300292,吴通控股,4.61,-3.56,6.04,3.81,6185536530.0,223880034.68,47979288,59.279
SZ300293,SZ300293,蓝英装备,22.6,-2.21,30.17,17.65,7648701196.0,233788779.0,10266400,
SZ300294,SZ300294,博雅生物,23.92,-1.97,32.7691,23.88,12061629813.0,116856871.62,4845377,36.858
