symbol,code,name,current,chg,percent,last_close,open,high,low,volume,amount,marketcapital,pe_ttm,high52w,low52w,hasexist,stock_type,crawl_time
SZ300497,SZ300497,富祥药业,15.6,-2.6,-14.29,18.2,16.88,17.63,15.55,125591985,2055320301.9,8402923370.0,0.0,22.63,6.64,false,sza,2025-11-22 12:32:17
SZ300498,SZ300498,温氏股份,17.36,-0.06,-0.34,17.42,17.51,17.62,17.3,37303306,650352726.73,115512175168.0,14.343,19.8764,15.1078,false,sza,2025-11-22 12:32:17
SZ300499,SZ300499,高澜股份,25.38,-1.3,-4.87,26.68,26.2,26.86,25.38,24137234,629646107.3,7747208554.0,4959.818,36.19,13.26,false,sza,2025-11-22 12:32:17
SZ300500,SZ300500,启迪设计,14.98,0.79,5.57,14.19,14.11,15.58,14.06,18932608,282405596.82,2606143538.0,0.0,16.86,8.5593,false,sza,2025-11-22 12:32:17
SZ300501,SZ300501,海顺新材,15.91,-1.17,-6.85,17.08,16.86,17.15,15.9,6563255,107269179.57,3079189182.0,70.732,20.0,11.7559,false,sza,2025-11-22 12:32:17
SZ300502,SZ300502,新易盛,300.0,-27.74,-8.46,327.74,313.9,314.0,299.85,43700371,13407170909.27,298191705600.0,39.659,433.33,46.6976,false,sza,2025-11-22 12:32:17
SZ300503,SZ300503,昊志机电,26.33,-0.53,-1.97,26.86,26.61,27.22,25.81,10241870,271747387.5,8115611249.0,65.637,36.88,16.3715,false,sza,2025-11-22 12:32:17
SZ300504,SZ300504,天邑股份,13.6,-0.64,-4.49,14.24,14.12,14.4,13.5,4506148,62045708.12,3685934288.0,0.0,21.2,11.61,false,sza,2025-11-22 12:32:17
SZ300505,SZ300505,川金诺,21.57,-1.96,-8.33,23.53,23.21,23.45,21.53,24663373,545236251.71,5928892471.0,16.023,25.92,12.9265,false,sza,2025-11-22 12:32:17
SZ300506,SZ300506,*ST名家,4.54,-0.21,-4.42,4.75,4.7,4.78,4.42,16110840,73622688.1,3158008423.0,0.0,5.78,2.55,false,sza,2025-11-22 12:32:17
SZ300507,SZ300507,苏奥传感,8.47,-0.32,-3.64,8.79,8.71,8.82,8.45,20517865,175947000.56,6781479302.0,59.594,10.63,5.5373,false,sza,2025-11-22 12:32:17
SZ300508,SZ300508,维宏股份,32.39,-1.51,-4.45,33.9,33.28,34.06,32.32,3399060,111795082.6,3523880739.0,40.476,40.4573,23.6208,false,sza,2025-11-22 12:32:17
SZ300509,SZ300509,新美星,10.41,-0.4,-3.7,10.81,10.72,10.92,10.31,6229229,65651881.03,3085524000.0,31.641,12.07,5.6976,false,sza,2025-11-22 12:32:17
SZ300510,SZ300510,金冠股份,4.15,-0.27,-6.11,4.42,4.4,4.42,4.14,40674910,171806704.5,3422466405.0,0.0,6.33,3.34,false,sza,2025-11-22 12:32:17
SZ300511,SZ300511,雪榕生物,6.82,-0.32,-4.48,7.14,7.15,7.21,6.8,22169774,153877360.65,4370576649.0,0.0,8.5,3.07,false,sza,2025-11-22 12:32:17
SZ300512,SZ300512,中亚股份,9.24,-0.24,-2.53,9.48,9.4,9.69,9.22,8734200,82019493.0,3781353345.0,110.334,11.95,5.7208,false,sza,2025-11-22 12:32:17
SZ300513,SZ300513,恒实科技,9.56,-0.51,-5.06,10.07,10.07,10.19,9.52,11898700,116022655.12,2998887442.0,0.0,11.11,6.39,false,sza,2025-11-22 12:32:17
SZ300514,SZ300514,友讯达,13.15,-0.95,-6.74,14.1,13.96,14.08,13.12,8387600,112974942.0,2630000000.0,23.053,16.6494,11.9316,false,sza,2025-11-22 12:32:17
SZ300515,SZ300515,三德科技,19.18,-0.72,-3.62,19.9,19.81,20.03,19.16,2668400,51955844.0,3946371310.0,21.885,28.1,10.2912,false,sza,2025-11-22 12:32:17
SZ300516,SZ300516,久之洋,48.6,6.57,15.63,42.03,41.61,50.44,41.45,27277160,1318437434.69,8748000000.0,268.562,50.44,27.2046,false,sza,2025-11-22 12:32:17
SZ300517,SZ300517,海波重科,12.23,-0.89,-6.78,13.12,12.83,13.07,12.23,11665580,146347121.05,2451046074.0,0.0,14.1,7.4535,false,sza,2025-11-22 12:32:17
SZ300518,SZ300518,新迅达,15.29,-1.37,-8.22,16.66,16.5,16.5,15.23,13470686,211305687.53,3049002997.0,0.0,17.56,7.6,false,sza,2025-11-22 12:32:17
SZ300519,SZ300519,新光药业,15.23,-0.98,-6.05,16.21,16.18,16.35,15.22,3937900,61280365.0,2436800000.0,42.055,20.36,10.9022,false,sza,2025-11-22 12:32:17
SZ300520,SZ300520,科大国创,34.2,-2.29,-6.28,36.49,35.51,36.18,33.81,38172699,1329191454.8,9987460816.0,0.0,48.6,18.31,false,sza,2025-11-22 12:32:17
SZ300521,SZ300521,爱司凯,29.18,-1.66,-5.38,30.84,30.54,30.79,29.1,5935100,176571639.0,4369121400.0,0.0,34.48,16.1692,false,sza,2025-11-22 12:32:17
SZ300522,SZ300522,世名科技,12.9,-0.26,-1.98,13.16,13.03,13.47,12.9,9214659,121337840.01,4159624440.0,809.707,18.12,11.1469,false,sza,2025-11-22 12:32:17
SZ300523,SZ300523,辰安科技,24.79,0.2,0.81,24.59,24.41,25.6,23.72,6914480,170775166.9,5767087046.0,0.0,27.44,16.7,false,sza,2025-11-22 12:32:17
SZ300525,SZ300525,博思软件,14.03,-0.04,-0.28,14.07,13.88,14.26,13.81,35702274,502691041.19,10641102296.0,38.716,22.2666,12.9988,false,sza,2025-11-22 12:32:17
SZ300527,SZ300527,ST应急,8.78,-0.06,-0.68,8.84,8.74,9.14,8.58,63879696,568106833.17,8927243866.0,768.558,13.1469,6.3285,false,sza,2025-11-22 12:32:17
SZ300528,SZ300528,幸福蓝海,20.8,-0.35,-1.65,21.15,20.8,21.86,20.6,19130660,408123679.0,7750247523.0,0.0,33.6,6.58,false,sza,2025-11-22 12:32:17
SZ300529,SZ300529,健帆生物,19.96,-0.32,-1.58,20.28,20.31,20.46,19.8,5584740,111953292.52,15940161289.0,33.085,30.3961,19.8,false,sza,2025-11-22 12:32:17
SZ300530,SZ300530,领湃科技,28.8,-2.49,-7.96,31.29,30.72,31.0,28.62,4664900,137134975.0,4952198995.0,0.0,54.0,15.01,false,sza,2025-11-22 12:32:17
SZ300531,SZ300531,优博讯,16.78,-0.64,-3.67,17.42,17.18,17.47,16.69,6742000,114330970.0,5387705033.0,0.0,25.4891,10.2555,false,sza,2025-11-22 12:32:17
SZ300532,SZ300532,今天国际,11.73,-0.39,-3.22,12.12,12.05,12.19,11.59,7383897,87434598.56,5317491529.0,23.582,14.2839,9.5291,false,sza,2025-11-22 12:32:17
SZ300533,SZ300533,冰川网络,33.5,-0.52,-1.53,34.02,33.65,34.4,33.38,6645287,224928622.05,7854475995.0,10.885,44.8488,16.8963,false,sza,2025-11-22 12:32:18
SZ300534,SZ300534,陇神戎发,9.64,-0.61,-5.95,10.25,10.15,10.28,9.64,12774200,125742100.95,2924245800.0,105.067,12.8729,7.6296,false,sza,2025-11-22 12:32:18
SZ300535,SZ300535,达威股份,18.79,-1.55,-7.62,20.34,20.09,20.44,18.75,3469435,66827753.02,2010903226.0,0.0,23.81,11.69,false,sza,2025-11-22 12:32:18
SZ300536,SZ300536,农尚环境,8.11,-0.33,-3.91,8.44,8.29,8.46,7.98,6321200,51708035.0,2378566759.0,0.0,11.9,5.25,false,sza,2025-11-22 12:32:18
SZ300537,SZ300537,广信材料,22.99,0.0,0.0,22.99,22.66,23.32,22.6,7362242,169624492.0,4777471918.0,0.0,31.25,14.44,false,sza,2025-11-22 12:32:18
SZ300538,SZ300538,同益股份,19.34,0.08,0.42,19.26,18.72,20.15,18.38,38779709,752998280.37,3518305202.0,0.0,20.71,11.66,false,sza,2025-11-22 12:32:18
SZ300539,SZ300539,横河精密,40.5,-1.85,-4.37,42.35,40.8,42.08,40.38,5446142,223497066.64,10858076811.0,211.856,60.7,9.2673,false,sza,2025-11-22 12:32:18
SZ300540,SZ300540,蜀道装备,17.29,-0.8,-4.42,18.09,18.06,18.06,17.28,4080901,71713427.2,3969077012.0,57.848,21.5,13.2778,false,sza,2025-11-22 12:32:18
SZ300541,SZ300541,先进数通,14.4,-0.52,-3.49,14.92,14.72,14.98,14.36,14731268,214788869.19,6192640685.0,67.407,18.47,10.067,false,sza,2025-11-22 12:32:18
SZ300542,SZ300542,新晨科技,17.8,-0.56,-3.05,18.36,17.98,18.57,17.71,7266300,130800804.0,5314366202.0,0.0,27.75,13.82,false,sza,2025-11-22 12:32:18
SZ300543,SZ300543,朗科智能,10.39,-0.46,-4.24,10.85,10.8,10.94,10.36,8273593,87352241.49,3183198160.0,88.566,15.815,8.0016,false,sza,2025-11-22 12:32:18
SZ300545,SZ300545,联得装备,27.55,-1.26,-4.37,28.81,28.44,28.7,27.37,4954300,137768630.97,5109460909.0,35.341,41.38,23.216,false,sza,2025-11-22 12:32:18
SZ300546,SZ300546,雄帝科技,23.16,-0.81,-3.38,23.97,23.57,24.08,23.03,4271200,99958669.4,4322413124.0,117.485,39.97,13.3059,false,sza,2025-11-22 12:32:18
SZ300547,SZ300547,川环科技,33.3,-1.91,-5.42,35.21,34.39,34.79,33.0,8676620,293162435.4,7222975594.0,37.579,58.58,17.8206,false,sza,2025-11-22 12:32:18
SZ300548,SZ300548,长芯博创,104.52,-2.89,-2.69,107.41,99.88,107.5,96.66,31226117,3201316044.42,30426605861.0,106.932,160.04,21.53,false,sza,2025-11-22 12:32:18
SZ300549,SZ300549,优德精密,18.63,-0.92,-4.71,19.55,19.45,19.66,18.5,3417500,64631409.0,2484124200.0,255.813,24.0,13.4816,false,sza,2025-11-22 12:32:18
SZ300550,SZ300550,和仁科技,13.52,-0.38,-2.73,13.9,13.79,14.18,13.47,5097860,69901792.6,3549813106.0,69.183,16.4093,10.2808,false,sza,2025-11-22 12:32:18
SZ300551,SZ300551,古鳌科技,13.28,-0.56,-4.05,13.84,13.68,13.88,13.24,15266625,205998497.75,4516034502.0,0.0,15.65,7.09,false,sza,2025-11-22 12:32:18
SZ300552,SZ300552,万集科技,24.28,-0.88,-3.5,25.16,24.9,25.41,24.28,3331454,82291560.3,5174871959.0,0.0,43.13,21.64,false,sza,2025-11-22 12:32:18
SZ300553,SZ300553,集智股份,32.57,-1.66,-4.85,34.23,33.76,34.17,32.24,2075748,68342032.22,3615783694.0,97.06,46.08,18.2011,false,sza,2025-11-22 12:32:18
SZ300554,SZ300554,三超新材,22.95,-0.91,-3.81,23.86,23.59,24.3,22.76,5801334,134937319.34,2621155692.0,0.0,30.97,15.5,false,sza,2025-11-22 12:32:18
SZ300555,SZ300555,ST路通,11.61,-0.29,-2.44,11.9,11.95,11.95,11.59,2945500,34512854.0,2322000000.0,0.0,12.83,7.11,false,sza,2025-11-22 12:32:18
SZ300556,SZ300556,丝路视觉,20.72,-0.43,-2.03,21.15,20.91,21.45,20.37,7137100,149323607.0,2518816295.0,0.0,29.6,14.51,false,sza,2025-11-22 12:32:18
SZ300557,SZ300557,理工光科,27.08,-0.77,-2.76,27.85,27.45,28.28,26.8,3195017,87291314.04,3273102136.0,69.485,34.23,19.2057,false,sza,2025-11-22 12:32:18
SZ300558,SZ300558,贝达药业,48.6,-1.5,-2.99,50.1,50.19,50.48,48.45,5501880,270193909.16,20447664770.0,67.423,79.8,46.9483,false,sza,2025-11-22 12:32:18
SZ300559,SZ300559,佳发教育,11.52,-0.23,-1.96,11.75,11.71,11.84,11.34,8837460,102566653.8,4602407812.0,132.444,17.24,8.6873,false,sza,2025-11-22 12:32:18
SZ300560,SZ300560,中富通,17.22,-2.53,-12.81,19.75,18.6,18.81,16.91,55295317,983243819.56,3956185171.0,0.0,24.76,9.63,false,sza,2025-11-22 12:32:18
SZ300561,SZ300561,*ST汇科,14.06,-0.79,-5.32,14.85,14.65,14.79,14.03,7019129,100850381.5,4613198129.0,0.0,68.3675,10.83,false,sza,2025-11-22 12:32:18
SZ300562,SZ300562,乐心医疗,13.22,-0.63,-4.55,13.85,13.85,13.94,13.18,6514200,87398456.0,2889719981.0,37.765,18.746,10.7961,false,sza,2025-11-22 12:32:18
SZ300563,SZ300563,神宇股份,34.5,-1.78,-4.91,36.28,35.9,36.19,34.33,5288282,185092538.95,6190353147.0,94.525,72.5471,27.5319,false,sza,2025-11-22 12:32:18
SZ300564,SZ300564,筑博设计,15.44,-0.67,-4.16,16.11,15.9,16.16,15.24,3129420,48885937.6,2490706688.0,170.477,25.03,9.4742,false,sza,2025-11-22 12:32:18
SZ300565,SZ300565,科信技术,11.4,-0.7,-5.79,12.1,11.99,12.15,11.38,10014450,116513974.5,2846632577.0,0.0,15.89,8.58,false,sza,2025-11-22 12:32:18
SZ300566,SZ300566,激智科技,17.49,-0.72,-3.95,18.21,18.1,18.2,17.39,5221232,92183175.63,4612839710.0,24.552,23.248,14.4435,false,sza,2025-11-22 12:32:18
SZ300567,SZ300567,精测电子,64.32,-2.49,-3.73,66.81,66.45,66.9,64.2,5814865,378884989.95,17993209463.0,0.0,84.48,54.64,false,sza,2025-11-22 12:32:18
SZ300568,SZ300568,星源材质,15.0,-2.07,-12.13,17.07,16.51,16.73,15.0,168832036,2636907188.08,20221862085.0,156.923,18.72,7.9761,false,sza,2025-11-22 12:32:18
SZ300569,SZ300569,天能重工,5.89,-0.26,-4.23,6.15,6.07,6.16,5.88,30879714,184779955.36,6023765552.0,0.0,7.15,3.8744,false,sza,2025-11-22 12:32:18
SZ300570,SZ300570,太辰光,87.0,-4.13,-4.53,91.13,88.2,90.99,86.02,11014371,967495873.55,19760037429.0,52.583,147.66,54.2117,false,sza,2025-11-22 12:32:18
SZ300571,SZ300571,平治信息,28.9,-0.64,-2.17,29.54,29.17,29.9,28.38,4283400,124646121.0,4032367697.0,0.0,42.8,21.62,false,sza,2025-11-22 12:32:18
SZ300572,SZ300572,安车检测,26.96,-1.32,-4.67,28.28,28.03,28.27,26.88,6453400,176210247.48,6173538372.0,0.0,36.79,14.28,false,sza,2025-11-22 12:32:18
SZ300573,SZ300573,兴齐眼药,68.22,-2.93,-4.12,71.15,70.2,70.79,68.18,10238978,707609245.32,16811422332.0,26.016,85.65,45.3815,false,sza,2025-11-22 12:32:18
SZ300575,SZ300575,中旗股份,6.0,-0.45,-6.98,6.45,6.43,6.46,6.0,22691824,139486535.6,2861954400.0,0.0,8.49,5.2858,false,sza,2025-11-22 12:32:18
SZ300576,SZ300576,容大感光,35.4,-0.08,-0.23,35.48,35.01,36.37,34.9,10745969,385157549.38,12969412049.0,111.787,45.5497,29.984,false,sza,2025-11-22 12:32:18
SZ300577,SZ300577,开润股份,23.49,-1.09,-4.43,24.58,24.48,24.66,23.25,1996903,47495343.94,5632730546.0,16.66,30.4951,14.9573,false,sza,2025-11-22 12:32:18
SZ300578,SZ300578,会畅通讯,18.91,0.23,1.23,18.68,18.43,19.1,18.4,13577016,256215852.95,3749280783.0,225.312,24.95,14.35,false,sza,2025-11-22 12:32:18
SZ300579,SZ300579,数字认证,30.43,-1.17,-3.7,31.6,31.31,31.77,30.42,4288720,132572103.41,8216100000.0,0.0,43.21,22.7577,false,sza,2025-11-22 12:32:18
SZ300580,SZ300580,贝斯特,23.14,-0.26,-1.11,23.4,23.2,23.63,22.67,6935398,160614237.06,11582585036.0,38.591,38.9354,18.0374,false,sza,2025-11-22 12:32:18
SZ300581,SZ300581,晨曦航空,18.12,0.69,3.96,17.43,17.05,19.0,16.3,79169237,1404657797.6,9967984974.0,0.0,25.77,7.79,false,sza,2025-11-22 12:32:18
SZ300582,SZ300582,英飞特,13.25,-0.7,-5.02,13.95,13.8,13.95,13.06,7004474,93898018.82,3955608466.0,0.0,18.78,8.9808,false,sza,2025-11-22 12:32:18
SZ300583,SZ300583,赛托生物,14.61,-0.75,-4.88,15.36,15.28,15.48,14.49,3772334,55870868.4,2771548061.0,0.0,27.1154,14.23,false,sza,2025-11-22 12:32:18
SZ300584,SZ300584,海辰药业,55.22,-4.11,-6.93,59.33,57.72,58.99,55.0,8143000,460509023.0,6626400000.0,147.978,81.88,15.4947,false,sza,2025-11-22 12:32:18
SZ300585,SZ300585,奥联电子,19.07,-0.81,-4.07,19.88,19.58,20.28,18.9,8837100,171955160.0,3263088887.0,0.0,23.6,10.34,false,sza,2025-11-22 12:32:18
SZ300586,SZ300586,美联新材,9.8,-0.78,-7.37,10.58,10.42,10.56,9.8,16705797,167854682.92,6969923121.0,0.0,14.64,7.15,false,sza,2025-11-22 12:32:18
SZ300587,SZ300587,天铁科技,7.05,-0.39,-5.24,7.44,7.36,7.44,7.01,27321726,194964123.35,9152795019.0,0.0,9.59,3.8064,false,sza,2025-11-22 12:32:18
SZ300588,SZ300588,熙菱信息,26.89,-0.54,-1.97,27.43,27.0,28.25,26.44,11029500,300279162.0,5148655997.0,0.0,31.39,9.31,false,sza,2025-11-22 12:32:18
SZ300589,SZ300589,江龙船艇,22.42,2.84,14.5,19.58,19.02,23.37,19.0,127708455,2680276825.41,8467316470.0,0.0,23.37,10.0936,false,sza,2025-11-22 12:32:18
SZ300590,SZ300590,移为通信,11.7,-0.4,-3.31,12.1,12.0,12.08,11.61,7876630,93023224.7,5381035195.0,62.358,17.6441,10.0249,false,sza,2025-11-22 12:32:18
SZ300591,SZ300591,万里马,9.45,-0.9,-8.7,10.35,10.07,10.19,9.4,54992670,533310300.4,3833617193.0,0.0,15.69,3.42,false,sza,2025-11-22 12:32:18
SZ300592,SZ300592,华凯易佰,11.58,0.46,4.14,11.12,11.0,11.82,10.93,35833396,412742827.88,4682505811.0,154.616,17.6914,9.3484,false,sza,2025-11-22 12:32:18
SZ300593,SZ300593,新雷能,20.82,-1.46,-6.55,22.28,21.59,22.0,20.5,21065837,444354858.74,11294818125.0,0.0,27.89,9.9,false,sza,2025-11-22 12:32:18
SZ300594,SZ300594,朗进科技,17.37,-1.02,-5.55,18.39,18.21,18.48,17.27,3404500,60210466.0,1595841827.0,0.0,21.28,13.03,false,sza,2025-11-22 12:32:18
SZ300595,SZ300595,欧普康视,15.71,-0.63,-3.86,16.34,16.21,16.38,15.7,10826890,172681768.38,14064992122.0,28.605,20.4836,13.3546,false,sza,2025-11-22 12:32:18
SZ300596,SZ300596,利安隆,36.82,-1.33,-3.49,38.15,37.9,38.25,36.77,3451509,128993575.18,8454596139.0,16.757,43.49,23.5117,false,sza,2025-11-22 12:32:18
SZ300597,SZ300597,吉大通信,9.25,-0.43,-4.44,9.68,9.6,9.71,9.18,10968600,102730411.0,2521272778.0,0.0,10.69,6.8672,false,sza,2025-11-22 12:32:18
SZ300598,SZ300598,诚迈科技,58.2,-2.97,-4.86,61.17,60.0,62.26,57.69,22054445,1310962863.42,12628337326.0,0.0,65.98,37.6,false,sza,2025-11-22 12:32:18
SZ300599,SZ300599,雄塑科技,7.18,-0.43,-5.65,7.61,7.55,7.65,7.18,8140800,59756045.0,2571384651.0,0.0,9.49,5.7,false,sza,2025-11-22 12:32:18
SZ300600,SZ300600,国瑞科技,17.34,0.85,5.15,16.49,16.02,18.08,15.8,43053209,736226613.53,5102025883.0,0.0,23.87,6.54,false,sza,2025-11-22 12:32:18
SZ300601,SZ300601,康泰生物,16.11,-0.75,-4.45,16.86,16.77,16.92,16.05,16249741,265633791.42,17993730008.0,0.0,21.12,13.019,false,sza,2025-11-22 12:32:18
SZ300602,SZ300602,飞荣达,26.52,-1.51,-5.39,28.03,27.18,27.55,26.4,17762078,477010467.27,15431018190.0,44.779,38.2,15.5607,false,sza,2025-11-22 12:32:18
SZ300603,SZ300603,立昂技术,10.01,-0.42,-4.03,10.43,10.33,10.46,9.98,12234775,124231883.0,4652630292.0,0.0,15.95,8.19,false,sza,2025-11-22 12:32:18
SZ300604,SZ300604,长川科技,73.6,-3.75,-4.85,77.35,75.61,76.97,73.6,21027265,1574227820.64,46692032390.0,48.314,107.66,35.4309,false,sza,2025-11-22 12:32:18
SZ300605,SZ300605,恒锋信息,18.69,0.69,3.83,18.0,17.77,19.55,17.51,40305975,755756838.4,3076063204.0,0.0,20.04,9.88,false,sza,2025-11-22 12:32:18
SZ300606,SZ300606,金太阳,21.18,-1.02,-4.59,22.2,22.0,22.3,20.97,4387700,94042772.0,2930206955.0,0.0,27.8,13.6834,false,sza,2025-11-22 12:32:18
SZ300607,SZ300607,拓斯达,28.18,-0.43,-1.5,28.61,28.4,28.88,27.6,12767415,361326507.74,13441082570.0,0.0,43.5,21.6,false,sza,2025-11-22 12:32:18
SZ300608,SZ300608,思特奇,12.17,-0.16,-1.3,12.33,12.16,12.65,12.01,14730440,181214676.22,4031179445.0,0.0,15.8,9.0,false,sza,2025-11-22 12:32:18
SZ300609,SZ300609,汇纳科技,40.48,-1.72,-4.08,42.2,41.53,43.35,40.32,6446500,267575232.0,4862230386.0,0.0,63.3,20.61,false,sza,2025-11-22 12:32:18
SZ300610,SZ300610,晨化股份,11.37,-0.89,-7.26,12.26,12.0,12.13,11.25,12465000,145128080.0,2444640733.0,34.913,13.74,7.8887,false,sza,2025-11-22 12:32:18
SZ300611,SZ300611,美力科技,25.28,-1.06,-4.02,26.34,26.07,26.26,24.82,10194300,260088365.0,5335967910.0,36.574,37.33,9.3791,false,sza,2025-11-22 12:32:18
SZ300612,SZ300612,宣亚国际,20.26,-0.29,-1.41,20.55,19.93,21.55,18.8,62914493,1260101444.52,3656008089.0,0.0,22.75,10.83,false,sza,2025-11-22 12:32:18
SZ300613,SZ300613,富瀚微,42.36,-1.91,-4.31,44.27,43.94,44.16,42.36,3352921,144109171.56,9849287237.0,63.952,75.3048,42.36,false,sza,2025-11-22 12:32:18
SZ300614,SZ300614,百川畅银,13.6,0.06,0.44,0.0,0.0,0.0,0.0,4483150,59238412.1,2181926581.0,0.0,0.0,0.0,false,sza,2025-11-22 12:32:18
SZ300615,SZ300615,欣天科技,13.03,-0.59,-4.33,13.62,13.52,13.69,12.88,4406744,58245636.4,2517776476.0,182.332,19.7479,9.0125,false,sza,2025-11-22 12:32:18
SZ300616,SZ300616,尚品宅配,13.67,-0.56,-3.94,14.23,14.13,14.37,13.43,7186500,99183248.0,3069133447.0,0.0,15.52,9.4276,false,sza,2025-11-22 12:32:18
SZ300617,SZ300617,安靠智电,30.66,-1.35,-4.22,32.01,31.8,32.02,30.45,3166700,98352514.8,5131262383.0,42.342,44.74,23.0992,false,sza,2025-11-22 12:32:18
SZ300618,SZ300618,寒锐钴业,43.07,-5.31,-10.98,48.38,46.93,46.94,43.07,20921637,925949482.01,13338653709.0,48.898,58.88,27.3589,false,sza,2025-11-22 12:32:18
SZ300619,SZ300619,金银河,41.99,-3.5,-7.69,45.49,44.01,44.8,41.36,17720961,757475782.27,7306245639.0,0.0,50.6,15.4615,false,sza,2025-11-22 12:32:18
SZ300620,SZ300620,光库科技,110.5,1.19,1.09,109.31,106.1,114.98,102.0,26784161,2944344499.31,27534450223.0,217.693,144.23,33.35,false,sza,2025-11-22 12:32:18
SZ300621,SZ300621,维业股份,8.93,-0.53,-5.6,9.46,9.45,9.57,8.91,7777700,70789259.0,1857946331.0,0.0,12.1262,6.6924,false,sza,2025-11-22 12:32:18
SZ300622,SZ300622,博士眼镜,28.19,-1.63,-5.47,29.82,29.27,29.8,28.18,9530681,273451642.28,6423208770.0,59.488,47.4672,24.7,false,sza,2025-11-22 12:32:18
SZ300623,SZ300623,捷捷微电,26.55,-0.87,-3.17,27.42,27.1,27.32,26.53,9031888,242837907.37,22091721849.0,45.332,39.7796,24.616,false,sza,2025-11-22 12:32:18
SZ300624,SZ300624,万兴科技,77.14,4.49,6.18,72.65,74.61,80.0,74.51,38421768,2960937126.81,14913964033.0,0.0,95.0,47.72,false,sza,2025-11-22 12:32:18
SZ300625,SZ300625,三雄极光,11.89,-0.62,-4.96,12.51,12.48,12.58,11.8,3073064,37053742.28,3321245590.0,0.0,13.6202,9.3596,false,sza,2025-11-22 12:32:19
SZ300626,SZ300626,华瑞股份,14.69,-0.33,-2.2,15.02,14.68,15.75,14.5,22308281,334706181.09,2644200000.0,0.0,15.88,7.11,false,sza,2025-11-22 12:32:19
SZ300627,SZ300627,华测导航,31.79,0.04,0.13,31.75,31.72,32.26,31.44,10520235,334706845.34,25000862367.0,36.428,38.79,24.5364,false,sza,2025-11-22 12:32:19
SZ300628,SZ300628,亿联网络,33.22,-0.54,-1.6,33.76,33.74,33.96,33.1,6135625,205297311.32,42080800066.0,16.559,41.9836,31.1145,false,sza,2025-11-22 12:32:19
SZ300629,SZ300629,新劲刚,18.42,-0.66,-3.46,19.08,18.9,19.02,18.26,5995661,111241157.48,4631219470.0,246.659,25.3194,16.097,false,sza,2025-11-22 12:32:19
SZ300631,SZ300631,久吾高科,30.07,-3.52,-10.48,33.59,31.9,32.73,30.03,15650380,482947460.17,3760055760.0,46.277,39.61,17.212,false,sza,2025-11-22 12:32:19
SZ300632,SZ300632,光莆股份,13.58,-0.3,-2.16,13.88,13.6,14.24,13.48,18942702,262162075.75,4144366400.0,167.775,16.8542,8.9829,false,sza,2025-11-22 12:32:19
SZ300633,SZ300633,开立医疗,27.52,-1.23,-4.28,28.75,28.55,28.91,27.5,5511992,154300249.77,11908245386.0,177.94,37.7811,25.9683,false,sza,2025-11-22 12:32:19
SZ300634,SZ300634,彩讯股份,26.4,-0.03,-0.11,26.43,26.0,26.9,25.55,23296111,613343957.66,11911967760.0,51.494,35.6394,18.5253,false,sza,2025-11-22 12:32:19
SZ300635,SZ300635,中达安,15.88,-0.97,-5.76,16.85,16.6,17.0,15.68,7948640,128533171.8,2225327920.0,0.0,17.64,7.71,false,sza,2025-11-22 12:32:19
SZ300636,SZ300636,同和药业,7.92,-0.41,-4.92,8.33,8.23,8.36,7.92,9321184,75446488.68,3326015840.0,35.191,9.48,6.3461,false,sza,2025-11-22 12:32:19
SZ300637,SZ300637,扬帆新材,11.66,-0.33,-2.75,11.99,11.85,12.18,11.64,10997286,130417178.56,2737186516.0,233.895,18.18,7.32,false,sza,2025-11-22 12:32:19
SZ300638,SZ300638,广和通,23.64,-0.76,-3.11,24.4,24.05,24.3,23.53,13779647,328855120.25,21288617661.0,64.08,43.8625,15.7822,false,sza,2025-11-22 12:32:19
SZ300639,SZ300639,凯普生物,5.7,-0.26,-4.36,5.96,5.93,6.01,5.69,10589674,61330327.61,3685053842.0,0.0,7.24,4.6,false,sza,2025-11-22 12:32:19
SZ300640,SZ300640,德艺文创,7.04,-0.28,-3.83,7.32,7.24,7.53,6.97,20941750,150325700.0,2189393726.0,181.389,9.0767,4.2491,false,sza,2025-11-22 12:32:19
SZ300641,SZ300641,正丹股份,19.2,-0.98,-4.86,20.18,19.8,19.89,19.08,12530900,242006641.7,10227500582.0,9.835,30.3576,19.03,false,sza,2025-11-22 12:32:19
SZ300642,SZ300642,透景生命,18.88,-0.92,-4.65,19.8,19.6,19.83,18.75,5390334,103052619.12,3069058054.0,192.816,32.8,11.3886,false,sza,2025-11-22 12:32:19
SZ300643,SZ300643,万通智控,19.35,-0.67,-3.35,20.02,19.85,20.07,19.35,5196350,102243681.0,4474756115.0,26.953,27.4,10.5473,false,sza,2025-11-22 12:32:19
SZ300644,SZ300644,南京聚隆,30.99,-1.23,-3.82,32.22,31.74,32.16,30.57,2995520,93601216.2,3428838904.0,26.582,42.67,17.054,false,sza,2025-11-22 12:32:19
SZ300645,SZ300645,正元智慧,18.13,-0.64,-3.41,18.77,18.62,18.9,18.01,5466488,100475806.56,2576389485.0,293.419,24.93,11.2544,false,sza,2025-11-22 12:32:19
SZ300647,SZ300647,超频三,6.9,-0.58,-7.75,7.48,7.35,7.42,6.89,39621900,281262128.0,3155515066.0,0.0,8.42,4.28,false,sza,2025-11-22 12:32:19
SZ300648,SZ300648,星云股份,43.75,-3.3,-7.01,47.05,46.12,47.1,43.68,6595573,295105000.49,7624811250.0,0.0,62.8,19.66,false,sza,2025-11-22 12:32:19
